date,hour,slug,yes_token,no_token,utc_time
2025-07-23,12am,bitcoin-up-or-down-july-23-12am-et,1774653468971719426159112514816947068277062389845438022548544898820687287854,85775915468221342881032799819473142807275697491065470925166656299638819780359,2025-07-23T04:00:00Z
2025-07-23,1am,bitcoin-up-or-down-july-23-1am-et,8545389113188392521165618526914088351568078903871680443195680955488426956781,35961442380395729042884371534387203985431856962373589467823772978893359439637,2025-07-23T05:00:00Z
2025-07-23,2am,bitcoin-up-or-down-july-23-2am-et,27940092955662676211993073124493246170212840516347284612033684513461914874671,90500362794953639713243183988584849812882709994540620708233295875891398475928,2025-07-23T06:00:00Z
2025-07-23,3am,bitcoin-up-or-down-july-23-3am-et,53071765264062753611430911128636766141998694935682598606622746536872631498001,104946534218672566328816936984445580384358715623989130828840524088014108277992,2025-07-23T07:00:00Z
2025-07-23,4am,bitcoin-up-or-down-july-23-4am-et,95729318129524181827345277883264412307599349885699609680474452963289211033091,96987151302892162923096182932153269328636113475503606662880295393874935135019,2025-07-23T08:00:00Z
2025-07-23,5am,bitcoin-up-or-down-july-23-5am-et,28772470853293191232046895611300148568817235543139224337542067159806980990264,103163325239971141897148709679625997752012178653546639882658992228652913529500,2025-07-23T09:00:00Z
2025-07-23,6am,bitcoin-up-or-down-july-23-6am-et,48265229075699810575615195960350327251649249472425670542273139796024867853711,39098748077585556187250123985549845160724295536005592651259761422100385865246,2025-07-23T10:00:00Z
2025-07-23,7am,bitcoin-up-or-down-july-23-7am-et,22812129400614424910100722215583742262558793265623986983645005412608259054456,29694334534639789583556473059478252883733871259988068601518551170459958836300,2025-07-23T11:00:00Z
2025-07-23,8am,bitcoin-up-or-down-july-23-8am-et,99047481927574301712799140068338533052223249778400097914984518016311211814373,10305326104906865532387333135071111748034535324971637222399837110082262320490,2025-07-23T12:00:00Z
2025-07-23,9am,bitcoin-up-or-down-july-23-9am-et,91817934121182393824605123366030829726771139297120674836076839000290174140993,87640100458771047305627041579119829855430206366262884358634997492889247206904,2025-07-23T13:00:00Z
2025-07-23,10am,bitcoin-up-or-down-july-23-10am-et,105227839327812996728231835160514135505314928635294413307017078140805630562441,27308024483655609269626571064159928719194132711760894324406517601373119392874,2025-07-23T14:00:00Z
2025-07-23,11am,bitcoin-up-or-down-july-23-11am-et,97154996134194751555906563083397413839877870494608385649875921808303983637177,75975958403801466713409036440274772299807909151117443150412366259076978314799,2025-07-23T15:00:00Z
2025-07-23,12pm,bitcoin-up-or-down-july-23-12pm-et,25406656317071330651052512857427145909769885370528864014225133777810475054577,92100620140907513403455536409443829380536070405205410731617593122891764229296,2025-07-23T16:00:00Z
2025-07-23,1pm,bitcoin-up-or-down-july-23-1pm-et,93438562967383518388756593382505962320668690215197872838854751122228665630460,38284138224720195817386069654215588930200645857760209369118762567754543889688,2025-07-23T17:00:00Z
2025-07-23,2pm,bitcoin-up-or-down-july-23-2pm-et,11294041074566972966507805263219881843737467537272148998909703804784175649728,60077028819044319562368109399591116089946658538423505015340459318815829839802,2025-07-23T18:00:00Z
2025-07-23,3pm,bitcoin-up-or-down-july-23-3pm-et,82810480600193396209090433661013065385169910869889914990785243598778643252382,13998865920050153917595523887759815421772563531216916511808895637820778433208,2025-07-23T19:00:00Z
2025-07-23,4pm,bitcoin-up-or-down-july-23-4pm-et,96034968762258121806997114939368992298775443272321829989914872697223248546808,73369357445012617069221440034477599650085130960220318906319500556837049189978,2025-07-23T20:00:00Z
2025-07-23,5pm,bitcoin-up-or-down-july-23-5pm-et,20079362873485794647002912819018684502093980514069848154439459553892595127864,113970902661797309514277754213505433610743209730655740399687205991230903262416,2025-07-23T21:00:00Z
2025-07-23,6pm,bitcoin-up-or-down-july-23-6pm-et,79847147640091204388076801739970495386194332305710492085842790629181272508284,86080587001968038721304942922525828466080617898839697499780978945938134376002,2025-07-23T22:00:00Z
2025-07-23,7pm,bitcoin-up-or-down-july-23-7pm-et,83767942806957499299735495004970995012424129645168468161035399029007842958598,52529429103422936388870125235320124067635764092646682887870184272582215883217,2025-07-23T23:00:00Z
2025-07-23,8pm,bitcoin-up-or-down-july-23-8pm-et,7851266746361472498326183011616331726150493857051966134922232346027899996389,4928834404576360987178469516249066702752679396215750461281679906570761655264,2025-07-24T00:00:00Z
2025-07-23,9pm,bitcoin-up-or-down-july-23-9pm-et,94930972957609863948447730760602793014707860523843081230137967527725239974365,90473855526315239167615303860526084785712707116310986984325307019776977361639,2025-07-24T01:00:00Z
2025-07-23,10pm,bitcoin-up-or-down-july-23-10pm-et,3730163022997332718890233773555483611180032924782574634897603369554217906436,26575287697414372302174787307128973978228035466859442520418737109191607732004,2025-07-24T02:00:00Z
2025-07-23,11pm,bitcoin-up-or-down-july-23-11pm-et,98607282406639478758622535505036728998856068147765043547421875097983356328057,22944787329100498361606110937129483801638373273026392286607094978344819897536,2025-07-24T03:00:00Z
2025-07-24,12am,bitcoin-up-or-down-july-24-12am-et,63871491180272417363169592697853813526229609140072255524511031244508593005935,22536191814976352624705912058142537142414107191625508168142865591657399086383,2025-07-24T04:00:00Z
2025-07-24,1am,bitcoin-up-or-down-july-24-1am-et,38534949171852952047369094148230668284025484753308025188771608289250397051351,31501884877996890383335685127513091722636155251232859250073690458524961635137,2025-07-24T05:00:00Z
2025-07-24,2am,bitcoin-up-or-down-july-24-2am-et,26615306390248650247507156455374585924856573764631027061177272773164734372759,19732364749304740450386722893998225931913393304531100731407750652585570881920,2025-07-24T06:00:00Z
2025-07-24,3am,bitcoin-up-or-down-july-24-3am-et,42849960185069077021163155436432990549048726638463009602857195663103229878965,104490243909585515290969866891897795956724689347251464884341687385989726369937,2025-07-24T07:00:00Z
2025-07-24,4am,bitcoin-up-or-down-july-24-4am-et,4357487493167633095640014022713867026935926843385029119244444141268719175099,84119471066032529764342959922190380550618519762858438869055108205161061387136,2025-07-24T08:00:00Z
2025-07-24,5am,bitcoin-up-or-down-july-24-5am-et,23375756110004917933925527356764603087584852395489264341201420024923037387050,46807658569107983191330792831490638521537825453141837883995632867810020832644,2025-07-24T09:00:00Z
2025-07-24,6am,bitcoin-up-or-down-july-24-6am-et,108109757380552843559845402482740479818778472096268649596756149069581725769348,99075783882640621200126594802593538587775818666083916080401050927505279909303,2025-07-24T10:00:00Z
2025-07-24,7am,bitcoin-up-or-down-july-24-7am-et,53039252927919362018201284880742284114549240044196270428881861471482627254094,80836395352810286417903356670400259638665391849424668753037687661134801442885,2025-07-24T11:00:00Z
2025-07-24,8am,bitcoin-up-or-down-july-24-8am-et,54195314430861473806726593715109903625078667147876382784469534531501322684383,103061731013350970989946656779755299223665788943910084399380226426826056669992,2025-07-24T12:00:00Z
2025-07-24,9am,bitcoin-up-or-down-july-24-9am-et,115432505552308578949175040542522397579324895774482190473574610668518791097388,58227962026122613194612920535183384058069216875757589819179079894557267001076,2025-07-24T13:00:00Z
2025-07-24,10am,bitcoin-up-or-down-july-24-10am-et,30180079369539347314815886594094646951328125070418764062877180129592410058920,80567823114792714012384772614450749569878649553301654146441870170562944508462,2025-07-24T14:00:00Z
2025-07-24,11am,bitcoin-up-or-down-july-24-11am-et,85175975625535759105636910385239717328491963940296681151136231291730148702638,45143117133980434489483300260437431933848303513563944729028556580742264722036,2025-07-24T15:00:00Z
2025-07-24,12pm,bitcoin-up-or-down-july-24-12pm-et,47660788932866670532318919360376385847391669365942539663497361029509341031651,100928178573902652134583931226999961857273657446536048703307191724057595082807,2025-07-24T16:00:00Z
2025-07-24,1pm,bitcoin-up-or-down-july-24-1pm-et,37408740676662593805271198804471461188354495088511726162037480423537085169665,6264580680487188745836131446146943427482925532814373150848851797911734936355,2025-07-24T17:00:00Z
2025-07-24,2pm,bitcoin-up-or-down-july-24-2pm-et,20067071187349809847630705735816467875266499549462045715795765422908925517644,97390944014907169865259812827114133921365687373605777391512339660458229486132,2025-07-24T18:00:00Z
2025-07-24,3pm,bitcoin-up-or-down-july-24-3pm-et,98266972381630507967882026195361645566494214526194308503432137805933434850983,48016716710864390644414204692760811748193002567195206880492735202600960028022,2025-07-24T19:00:00Z
2025-07-24,4pm,bitcoin-up-or-down-july-24-4pm-et,14386554290446571063725297568229292085381225760144667425760135326511994345315,76203200337058567007681337697151886473633613269250980607464287600972525115784,2025-07-24T20:00:00Z
2025-07-24,5pm,bitcoin-up-or-down-july-24-5pm-et,105307754532838004873471436925474527090708467819085069109645505744710229662929,28338041528926390684741839010782689071011802668966284192393327117168538451578,2025-07-24T21:00:00Z
2025-07-24,6pm,bitcoin-up-or-down-july-24-6pm-et,111404834362031973250270290375511742348643101019430844173408075598792373863068,67048934304980918985264426427882070687994313039028393859738777087463954188004,2025-07-24T22:00:00Z
2025-07-24,7pm,bitcoin-up-or-down-july-24-7pm-et,80519742569664763163889089472242878065748742220031505309391593873998461718613,15200865784056309545656050059322644132732347615517191266928337777630119371861,2025-07-24T23:00:00Z
2025-07-24,8pm,bitcoin-up-or-down-july-24-8pm-et,90415703879034353107648187063864679366605664341772944376295720285369725757661,39433763014263517119565832867016272843228697062732845230256192525754625752372,2025-07-25T00:00:00Z
2025-07-24,9pm,bitcoin-up-or-down-july-24-9pm-et,25629306586850989342637199024966000010185583053176616192231614129288441342301,77443768746841263387479741128048512044538930416545238083874541377603841093265,2025-07-25T01:00:00Z
2025-07-24,10pm,bitcoin-up-or-down-july-24-10pm-et,66259585970238231955689125670975260337434536629599053247222771108836469566518,5651403586605285511680339032656125132450130254433379310343493499374386512098,2025-07-25T02:00:00Z
2025-07-24,11pm,bitcoin-up-or-down-july-24-11pm-et,84655482873356632102990030988938229344030998603936489843284945601734855156605,57404823456052838599843351545388565363762720236448879281219089732826415189521,2025-07-25T03:00:00Z
2025-07-25,12am,bitcoin-up-or-down-july-25-12am-et,104178739744035626033445324931516751623712252064843127437739447917334329353423,63214652489448040690046113178221208045811038679714471091153877811311747816246,2025-07-25T04:00:00Z
2025-07-25,1am,bitcoin-up-or-down-july-25-1am-et,63436519641781328362764748363646080733890258883753210292255178042701533972997,50510950141291698482173406805532622124826111064480656584736425218634030145870,2025-07-25T05:00:00Z
2025-07-25,2am,bitcoin-up-or-down-july-25-2am-et,110677800240049915714488387042738154508254385895880946999193975113513013535812,87280659314459769050357484439216577466314779087710963237864823878888161250738,2025-07-25T06:00:00Z
2025-07-25,3am,bitcoin-up-or-down-july-25-3am-et,71182742325949084887140017903417916708088134699593981949513764541342729051441,1581632196045345833368167930433535280915514236138808009249354558216929558797,2025-07-25T07:00:00Z
2025-07-25,4am,bitcoin-up-or-down-july-25-4am-et,68331453306478591278397237637006778240612925894323059998423303113286571931530,101985102376706905597830241026866847455589049627933995361908002885799633103043,2025-07-25T08:00:00Z
2025-07-25,5am,bitcoin-up-or-down-july-25-5am-et,81434632609166890595738317481042850203614033606221716768220455830010650145998,42842876143933336552276344379513850814981953785095354761443248518100193109066,2025-07-25T09:00:00Z
2025-07-25,6am,bitcoin-up-or-down-july-25-6am-et,99014147554481812947285529826206711910938537255892032396613731625668566983168,112738354929430748986974667285527753451989408433793704581430323981600872399480,2025-07-25T10:00:00Z
2025-07-25,7am,bitcoin-up-or-down-july-25-7am-et,75635438364173218084245631746259240626919642039943053841492709163889748890678,34179212595659523934348146397676851668325934543856770042810813459489070166309,2025-07-25T11:00:00Z
2025-07-25,8am,bitcoin-up-or-down-july-25-8am-et,58998040680373564489576205247925370608195436350371948724705168496549341091463,50172020713984467939397114243882694227379150057100712896077943576972494486231,2025-07-25T12:00:00Z
2025-07-25,9am,bitcoin-up-or-down-july-25-9am-et,53216022131553968691473199515970606881911409681109893681925920772411455948836,7872025495773502315223501572524302236649248413208676514214128604442032136516,2025-07-25T13:00:00Z
2025-07-25,10am,bitcoin-up-or-down-july-25-10am-et,62719974128318413128463282811571087941375075473375996507302288531633452453311,80500100374262541654929677368225773120869406448785431496112886287104592259623,2025-07-25T14:00:00Z
2025-07-25,11am,bitcoin-up-or-down-july-25-11am-et,10875093605418910203217533830717638701812505396726666367935926492648769627461,9659107480380672288841640398459470977113760296466429074842849152044463675052,2025-07-25T15:00:00Z
2025-07-25,12pm,bitcoin-up-or-down-july-25-12pm-et,42228887792546687648572807200464535987702311014278128748801029192303645320374,66243814992172659899607373776199832034510820163983851971008270583034903005022,2025-07-25T16:00:00Z
2025-07-25,1pm,bitcoin-up-or-down-july-25-1pm-et,40088933486769059309836980957035880007635608986876083455245635498948002960480,70138526667379240502427853199853489581623139168609246498225089800315783516489,2025-07-25T17:00:00Z
2025-07-25,2pm,bitcoin-up-or-down-july-25-2pm-et,82210340963515955276266489525562979298770559883136966776638290809111088992839,2427192688668340011407977241587742217912685088220860421973837391398145699213,2025-07-25T18:00:00Z
2025-07-25,3pm,bitcoin-up-or-down-july-25-3pm-et,11877068511405318983332453140659154831947753440301188101651980929248762646262,48461843521838766108226922815529331014487905475531875858437399329236305866644,2025-07-25T19:00:00Z
2025-07-25,4pm,bitcoin-up-or-down-july-25-4pm-et,115580033394941014079385705850865108338942666890517099039821866655850983355081,30637377763273928264303805141388761955083822188997462624733830110477316583715,2025-07-25T20:00:00Z
2025-07-25,5pm,bitcoin-up-or-down-july-25-5pm-et,66418786499092205846751904244890765438206924621247690526422567246745299720406,49274069355503455686330987002095889849386743714999668165340200913890314443448,2025-07-25T21:00:00Z
2025-07-25,6pm,bitcoin-up-or-down-july-25-6pm-et,64946060044293061229688299439773121068495269617059266021530696895421737513582,24381004942057234851818707899717362605996801052952027402285740311652555817312,2025-07-25T22:00:00Z
2025-07-25,7pm,bitcoin-up-or-down-july-25-7pm-et,106310095095665910166945197648158602338029813157796226041522007712087424136951,49782931953842901603786128385546798204407378503082015936062942644256884787670,2025-07-25T23:00:00Z
2025-07-25,8pm,bitcoin-up-or-down-july-25-8pm-et,24891147099018724959141647991382271578149113344000019968758330059825991230807,100252426917640818883354279313003968722604252972348856309090097024712622244997,2025-07-26T00:00:00Z
2025-07-25,9pm,bitcoin-up-or-down-july-25-9pm-et,63373799598838107581344798696656171402177495229034791846135698997055954435795,13900802502904626323362949896803926960840642678761193242934092976769773624841,2025-07-26T01:00:00Z
2025-07-25,10pm,bitcoin-up-or-down-july-25-10pm-et,76669112456576933310278724944549218943313306342153010084940268515364278079138,110119338399042807139586935506201531732881685393241181789486549734841328872290,2025-07-26T02:00:00Z
2025-07-25,11pm,bitcoin-up-or-down-july-25-11pm-et,75515608076391878793586414887068450011241367184524246185887609335396747895306,25550289977583001629771386013032436631738974109751001633154144433186996224385,2025-07-26T03:00:00Z
2025-07-26,12am,bitcoin-up-or-down-july-26-12am-et,107459905116239746492431822940419157163409108032091696899562342373612608662739,40293926484222047703235145693227276650902392735411524509012590778437361701884,2025-07-26T04:00:00Z
2025-07-26,1am,bitcoin-up-or-down-july-26-1am-et,67944973090057992846641089759529197274108612747447439397266798429421338604759,115323206278649500931998784164148283338121083350372923792407394057230397816930,2025-07-26T05:00:00Z
2025-07-26,2am,bitcoin-up-or-down-july-26-2am-et,74577237728501558703321284744314916198656083196607513583170700935513792487081,77036017567945017141911774160928057575566356837712331642132834145657399135922,2025-07-26T06:00:00Z
2025-07-26,3am,bitcoin-up-or-down-july-26-3am-et,77013415719231829510514094888882329080824814791590847830862302075822194965142,27384375558859829083373971630719775712719646282501352028239305256984645770202,2025-07-26T07:00:00Z
2025-07-26,4am,bitcoin-up-or-down-july-26-4am-et,8683137358761204888356036217666050937147537988626020745159427497951049503050,72370129563044449135319347394610307576113383509221157678612802292594049655,2025-07-26T08:00:00Z
2025-07-26,5am,bitcoin-up-or-down-july-26-5am-et,91396298130371829155951698215373301304130157735703508877004644511037363058566,19310137902470557770039344914140404130653707228868544114817670291187727325476,2025-07-26T09:00:00Z
2025-07-26,6am,bitcoin-up-or-down-july-26-6am-et,46391088026560143869243100161665557984782609185091561762678594131323152575502,37187167610338145121840534605773604595083293771545857465396724007379762417934,2025-07-26T10:00:00Z
2025-07-26,7am,bitcoin-up-or-down-july-26-7am-et,75361438536437025020552580542339641336517425751758269984091448737221073960645,46771207919760871975920333758377236008381514540802672871451854861074062638793,2025-07-26T11:00:00Z
2025-07-26,8am,bitcoin-up-or-down-july-26-8am-et,77756418909941735062799912774919960230226753602112299134769418283559251730509,60403389734364726570179382827731341324428204561250576126616659874686675615257,2025-07-26T12:00:00Z
2025-07-26,9am,bitcoin-up-or-down-july-26-9am-et,8295444110783032971922849404832320961757657860789992677432911108347250345243,88938031360922299962943856107749500043298010789338793057513709729241528195459,2025-07-26T13:00:00Z
2025-07-26,10am,bitcoin-up-or-down-july-26-10am-et,6073381020814595380928200412810098876027033007333807357534083586203477178909,82340213387567734965788952613346078642174569563754429926525004836568736857411,2025-07-26T14:00:00Z
2025-07-26,11am,bitcoin-up-or-down-july-26-11am-et,102219497125087048829326982392611183455268580016412718634668385023977797026434,19195641905125456881805817240610186776132388353014153314821576945703586881294,2025-07-26T15:00:00Z
2025-07-26,12pm,bitcoin-up-or-down-july-26-12pm-et,83486972572753608296312283939116489586084086865477026172239222042813749213702,75786428151423085288123582338444803521262093778653950576139552776110975668902,2025-07-26T16:00:00Z
2025-07-26,1pm,bitcoin-up-or-down-july-26-1pm-et,58089686595533746246271365231309448485869824179549017500673046957573521833632,111054518276295387605691238623147487103381636798719519360367773133581755015062,2025-07-26T17:00:00Z
2025-07-26,2pm,bitcoin-up-or-down-july-26-2pm-et,9143008947096266162789637968316289603348136737872742967065496800498667593243,26832891857505960575523979981277950300355911594237445632655879976483756609656,2025-07-26T18:00:00Z
2025-07-26,3pm,bitcoin-up-or-down-july-26-3pm-et,9804854168830461082158076347054930362079264808202697686357753243559328444781,59058256758008323771086261308951339949585361797756604591979061450100048704485,2025-07-26T19:00:00Z
2025-07-26,4pm,bitcoin-up-or-down-july-26-4pm-et,100951199236098992522298950634019375553148989878881245944895324492553097146448,106447537793723944799073369247518188352899901256130228578743953062659872351040,2025-07-26T20:00:00Z
2025-07-26,5pm,bitcoin-up-or-down-july-26-5pm-et,55058867554384885275067315608741936193944364826425186583927491630472529541835,112549171495151235911394598272702065924489923569163238565580986023134311952420,2025-07-26T21:00:00Z
2025-07-26,6pm,bitcoin-up-or-down-july-26-6pm-et,82674117920186500352500806430743419573246105144801541696489615859000378014849,30404418644272437882914122530626288029322654778470257397706363205667735762479,2025-07-26T22:00:00Z
2025-07-26,7pm,bitcoin-up-or-down-july-26-7pm-et,22493989999320725539202887142675758187697364647058529183511370166074274182506,70541608435116340108629698353318003383500759856385103219659545207261361452010,2025-07-26T23:00:00Z
2025-07-26,8pm,bitcoin-up-or-down-july-26-8pm-et,76045448307926484724551900986686873915128688148067922621109452065240066320112,71932611708795237145747136275532096768530871943386886903017084574162532447970,2025-07-27T00:00:00Z
2025-07-26,9pm,bitcoin-up-or-down-july-26-9pm-et,98178093699228692428151182521090959297745661886127806356203918575022234975696,59546938742620759164644301823967791249587189717246379668830169963331642640872,2025-07-27T01:00:00Z
2025-07-26,10pm,bitcoin-up-or-down-july-26-10pm-et,6574825665227946484363097067891300994530117749424383402249765913273655082951,64950365088717525557814820186655415037526046067953093810743930219572858655028,2025-07-27T02:00:00Z
2025-07-26,11pm,bitcoin-up-or-down-july-26-11pm-et,98122117049817920366997233133706958934435522567080622736191808862575962996140,21823784256606364865657359696491580868623630489559892080645444893960372365122,2025-07-27T03:00:00Z
2025-07-27,12am,bitcoin-up-or-down-july-27-12am-et,111478526502123741921267763389504703996856268365232107862055663175581835607977,78268756901835460603111569087557054560693669457871316080795529309312943193816,2025-07-27T04:00:00Z
2025-07-27,1am,bitcoin-up-or-down-july-27-1am-et,75979243541537918408972412225534230655128895841152761237356198823851302698586,92311653567706527942841314580463193012581286925259170745407275534277198492625,2025-07-27T05:00:00Z
2025-07-27,2am,bitcoin-up-or-down-july-27-2am-et,87840818253936307084521536571060501623279268311027082409999843791747459627509,13613233885293403291173859379803520704262115267683424726770335581975427109946,2025-07-27T06:00:00Z
2025-07-27,3am,bitcoin-up-or-down-july-27-3am-et,59105027254331665601874665975331178239750960970578542586919991108253166544376,77675439988565949896891557970491205276546575667280694190825306285779918275942,2025-07-27T07:00:00Z
2025-07-27,4am,bitcoin-up-or-down-july-27-4am-et,110737758345838944634323141601150621387923568079700048500771414228751713392156,70997805293082671035372676648117836685916643725466993421990713050926292954212,2025-07-27T08:00:00Z
2025-07-27,5am,bitcoin-up-or-down-july-27-5am-et,5363485088577354119786020451054097928805189044885842194691468168438115620673,34938483466688222229833481759060702953015036625141076405966315925618410068490,2025-07-27T09:00:00Z
2025-07-27,6am,bitcoin-up-or-down-july-27-6am-et,113686691635535846715627739903536724334470945247615455193239666713873777967775,91833134427625775504720752159129262001957755944939484723780805508434961960069,2025-07-27T10:00:00Z
2025-07-27,7am,bitcoin-up-or-down-july-27-7am-et,68861117040487618081484573352859068312632085843622713968339678172118084901380,49617678563205375276199791405507286412365871672776967080470939584780767591060,2025-07-27T11:00:00Z
2025-07-27,8am,bitcoin-up-or-down-july-27-8am-et,36223608750393245291410664710760024948159383144796985846045486048986832771379,111513933994528607268064823225136947828805275749916148773348734050183263142883,2025-07-27T12:00:00Z
2025-07-27,9am,bitcoin-up-or-down-july-27-9am-et,80088347233707761604904797936753398739417845859316256444371478270123897034291,108845759718664683446193095544633810949725362232941509035980057981607228590991,2025-07-27T13:00:00Z
2025-07-27,10am,bitcoin-up-or-down-july-27-10am-et,14263468597097350557612907314836294971183655964803519484252612882693266285054,64592042271643874802084180193813497493780032897087718325080162184516136409408,2025-07-27T14:00:00Z
2025-07-27,11am,bitcoin-up-or-down-july-27-11am-et,74074152568889390590552245903367401920275534247255225828985561942004749978461,73544169206829694568285927997953789625524088697141569117210621854126170826859,2025-07-27T15:00:00Z
2025-07-27,12pm,bitcoin-up-or-down-july-27-12pm-et,28290034727400701165359782513583025743439102279019293418961171939852037422754,38219171796748819730208516263243159082535286322227443880781603153851194723223,2025-07-27T16:00:00Z
2025-07-27,1pm,bitcoin-up-or-down-july-27-1pm-et,10172317905015936648252524019892278078655657867841660899082817490676530666620,96798676034693794806183247287677256665017537199428978871694541819315487570964,2025-07-27T17:00:00Z
2025-07-27,2pm,bitcoin-up-or-down-july-27-2pm-et,21897367020323477355186778881974695948194633853467820620468664817871022783445,54673055616640127111089929807621065299513334903625918744695527164668756366401,2025-07-27T18:00:00Z
2025-07-27,3pm,bitcoin-up-or-down-july-27-3pm-et,12292410824133906298540385174401336404283885086167427476769477614425546922134,38367320754869004579961781704790678311240209028531419266288655222281054672504,2025-07-27T19:00:00Z
2025-07-27,4pm,bitcoin-up-or-down-july-27-4pm-et,45128170170446771818103397036069578693301750393300156774905095115172352867574,43439515335057686614336095965093580404296761064636786277451231389277755399608,2025-07-27T20:00:00Z
2025-07-27,5pm,bitcoin-up-or-down-july-27-5pm-et,79967065626331126541558083654381100358875086715745837184444214927756087366993,104629688683747571099675634941586734567298958398132376110415034016983614948366,2025-07-27T21:00:00Z
2025-07-27,6pm,bitcoin-up-or-down-july-27-6pm-et,9321363122319679249300646589474506775318708515671689084908028004167092262172,73083592913531474223694048530058096567972511129805251752298006463835627209418,2025-07-27T22:00:00Z
2025-07-27,7pm,bitcoin-up-or-down-july-27-7pm-et,56364948724519610016887053402779064135311522932297583555214114604492369421781,71344521942444125979210561074532471978287714259349286183807912527856412501906,2025-07-27T23:00:00Z
2025-07-27,8pm,bitcoin-up-or-down-july-27-8pm-et,74693405737767061518895254823056888158884180563571746723761561428010270310739,10767787274494061250316560402652709376153508002539798605824713685589217140849,2025-07-28T00:00:00Z
2025-07-27,9pm,bitcoin-up-or-down-july-27-9pm-et,60120205508667375413554645121578043421670279228003580481254982199909687654621,89467718999930667342643209769600587008152456955509496819728206995706178376916,2025-07-28T01:00:00Z
2025-07-27,10pm,bitcoin-up-or-down-july-27-10pm-et,105498961438492082686132349228826747922087020700499953298964949303909167770581,41984518278046560474866281634355544008793478727839023905157900423927324086759,2025-07-28T02:00:00Z
2025-07-27,11pm,bitcoin-up-or-down-july-27-11pm-et,23317186232697233761104116024444645483910890424184808608845689384372215647957,10010432498674368926967061093762263085516128414730771666974409308798537657611,2025-07-28T03:00:00Z
2025-07-28,12am,bitcoin-up-or-down-july-28-12am-et,42172141327551694424429840952692825358968494583518605423796881308868168086253,50569503596988361587984093796159668427716029244272968415693370847136336748353,2025-07-28T04:00:00Z
2025-07-28,1am,bitcoin-up-or-down-july-28-1am-et,37709298808493815035584459830036129403659778759749673080904869873938198664751,111892740376627683378595725815088000368433496305122718829510137138379477386958,2025-07-28T05:00:00Z
2025-07-28,2am,bitcoin-up-or-down-july-28-2am-et,47223258790826693748738740202256560250283684855340237754211796944336142298975,19205040255241320415086789241472943505620765126753485381099627184523904543480,2025-07-28T06:00:00Z
2025-07-28,3am,bitcoin-up-or-down-july-28-3am-et,50937236039583020623356649406779645936548309032688640482331980561114314113165,54019592378774960887486810233299823470351119381600075716204257518338173119713,2025-07-28T07:00:00Z
2025-07-28,4am,bitcoin-up-or-down-july-28-4am-et,16356502545022340344134143675458654118740631615859173738372752712908579912930,69184868733272780339334986561455062963068788384676007940425945331103080493590,2025-07-28T08:00:00Z
2025-07-28,5am,bitcoin-up-or-down-july-28-5am-et,37106682127070513050351764994800656348722368751071072885510471682796138070707,78433098565440279041760436813127199635706560239641788862655269453490656238317,2025-07-28T09:00:00Z
2025-07-28,6am,bitcoin-up-or-down-july-28-6am-et,32830108397942031981302629596973565452543692862717766428148149963809248696628,101051960130580684663073740745286338675961690401484948018482095839997957480659,2025-07-28T10:00:00Z
2025-07-28,7am,bitcoin-up-or-down-july-28-7am-et,13428730263036946419044534291738329257879219142727027339960931846102358920621,56814669130487038029286938162959465048368562943291169683397454368659364815184,2025-07-28T11:00:00Z
2025-07-28,8am,bitcoin-up-or-down-july-28-8am-et,40171454425235012323622757731814084025806546046762367536438140484234234805524,49828683152908250150488675913315029396434204989731991226087936455502580897013,2025-07-28T12:00:00Z
2025-07-28,9am,bitcoin-up-or-down-july-28-9am-et,58308368292143739605740849906588519462547637510285787850601080014639574283451,97483127944437660136473541380366666516104626643937859161782482233201542739906,2025-07-28T13:00:00Z
2025-07-28,10am,bitcoin-up-or-down-july-28-10am-et,27701384376332165603807198128848237458405153105899952005207507415206717675014,58520079180963899959857364837491895147763665031794062098001566390318803004581,2025-07-28T14:00:00Z
2025-07-28,11am,bitcoin-up-or-down-july-28-11am-et,81307630749677652980204925865157318312961643289932819509567481114194000620487,11851139830661212421472326755810678858428545104633642080928374382447316593899,2025-07-28T15:00:00Z
2025-07-28,12pm,bitcoin-up-or-down-july-28-12pm-et,28622178623737521181426354031611909439348725832772830192781470305847385028254,7229897582372090651471204847176683817542760859513528425637072021479181202508,2025-07-28T16:00:00Z
2025-07-28,1pm,bitcoin-up-or-down-july-28-1pm-et,63353670067279429464686406635448111234960599219446871570778803602803284556729,99925616042733218332725175217285001119752752125757447796531515623223695196899,2025-07-28T17:00:00Z
2025-07-28,2pm,bitcoin-up-or-down-july-28-2pm-et,109706082497445997799016070800751911761053701934401859321589549124647342312820,98177672562232087456953707546623723229529103820480676005626260639386359975044,2025-07-28T18:00:00Z
2025-07-28,3pm,bitcoin-up-or-down-july-28-3pm-et,110629122200137185672082459861499454154859000223515885693788849695610294108223,22176965862732108947625812814583995146516402105547574904346214249772961395563,2025-07-28T19:00:00Z
2025-07-28,4pm,bitcoin-up-or-down-july-28-4pm-et,113444639433149073022203527206668783146320716826655661237674947779312083218789,31991581602550830370020834429183866104276297032533116767847252948840999932859,2025-07-28T20:00:00Z
2025-07-28,5pm,bitcoin-up-or-down-july-28-5pm-et,101490181979913067127854500180998044318264123060950424813193789022563644230501,34826599963651837900726772147339784979208346934000322834894958827904829096862,2025-07-28T21:00:00Z
